Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Mountain'S Edge Master Association,9334-2003,MSTR,14500,(702) 457-6362,Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark,CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 blue diamond rd,capital consultant management,7024576362,capital consultant management,capital consultant management,capital consultant management,False
Mountaingate Reno Homeowners Association,0834952006-1,REG,251,,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Washoe,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,,,firstservice residential nevada,firstservice residential nevada,False
Mountainside At Green Valley Homeowners Association,8272-1989,SUB,74,(702) 202-4330,P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark,P & G ASSOCIATION MANAGEMENT,129 w lake mead pkwy,p g association management,7022024330,p g association management,p g association management,p g association management,False
Mountainside Homeowners Association,8547-1996,REG,417,(702) 202-4330,P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark,P & G ASSOCIATION MANAGEMENT,129 w lake mead pkwy,p g association management,7022024330,p g association management,p g association management,p g association management,False
Mountainside Manor Homeowners Association,8416-2000,REG,154,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911 B,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Mountainside Unit Owners Association,11951-2004,REG,272,(702) 365-6720,First Columbia Community Management Inc,3100 W. Sahara #203,Las Vegas,NV,89102,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,3100 w sahara 203,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Mshoa,11057-2002,REG,32,(775) 853-9777,Terra West Management Services,10651 Professional Cir Ste A,Reno,NV,89521,Douglas,TERRA WEST MANAGEMENT SERVICES,10651 professional cir,terra west management service,7758539777,terra west management service,terra west management service,terra west management service,False
Mt Charleston Golf Estates Homeowners Association,5806-1981,REG,45,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Nye,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Mt. Charleston Village Homeowners Association,2326-1984,REG,24,(702) 368-3700,Ams Management Group Llc,3100 W. Sahara Ave Ste 112,Las Vegas,NV,89012,Clark,AMS MANAGEMENT GROUP LLC,3100 w sahara ave,ams management group,7023683700,ams management group,ams management group,ams management group,False
Muirfield Townhome Association,5700-1995,REG,74,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Las Vegas,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Murano Homeowners Association,0664502005-1,REG,121,(702) 202-4330,P & G Association Management,129 W. Lake Mead Pkwy #16,Henderson,NV,89015,Clark,P & G ASSOCIATION MANAGEMENT,129 w lake mead pkwy 16,p g association management,7022024330,p g association management,p g association management,p g association management,False
Mystic Bay Association,21732-1998,SUB,101,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Mystic Canyon Homeowners Association,2301-2002,REG,60,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Mystic Ridge Association,17299-1996,SUB,69,(702) 992-7211,Desert Living Inc,8925 S Pecos Rd Ste 15-A,Henderson,NV,89074,Clark,DESERT LIVING INC,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,False
Mystic Valley Association,28252-1999,REG,103,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Napa Hills @ Summerlin North,SAME AS MASTER,SAM,256,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Naples Community Homeowners Association,6869-2000,REG,109,702-754-6313,Sierra Community Management,"6280 S Valley View Blvd, Ste 310",Las Vegas,NV,89118,Clark,SIERRA COMMUNITY MANAGEMENT,6280 s valley view blvd,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
Naples Homeowners Association,30222-1999,SUB,185,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Nevada Flats Homeowners Association,4300802020-1,REG,252,(775) 473-4215,Jc Nv Llc,5400 Equity Avenue,Reno,NV,89502,Washoe,JC NV LLC,5400 equity ave,jc nv,7754734215,jc nv,jc nv,jc nv,False
Nevada Ranch First Light Homeowners Association,0250432006-3,SUB,219,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E Russell Rd,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Nevada Ranch High Noon Homeowners Association,0250472006-7,SUB,232,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E Russell Rd Ste A,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Nevada Ranch Twilight Homeowners Association,0250532006-5,SUB,140,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E Russell Rd Ste A,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Nevada Trails Community Association,31806-2001,MSTR,733,(702) 736-9450,Taylor Association Management Hen,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT HEN,259 n peco rd,taylor association management hen,7027369450,taylor association management,taylor association management,taylor association management hen,False
Nevada Trails Ii Community Association,8170-2004,MSTR,294,(702) 737-8580,Firstservice Residential,8290 Arville Street,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
New Delhi Estates Homeowners Association,0384492013-9,REG,14,(720) 577-3500,On The Ball,1180 N Town Center Dr #100,Las Vegas,NV,89144,Clark,ON THE BALL,1180 n town center dr 100,on the ball,7205773500,on the ball,on the ball,on the ball,False
New Edition Homeowners Association,29904-2004,SUB,134,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
New Edition Ii Homeowners Association,0224282011-9,SUB,34,(775) 852-2224,Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corporate dr,equu management group,7758522224,equu management group,equu management group,equu management group,False
Newbury Homeowners Association,29577-2004,REG,183,(702) 942-2500,Associated Community Management,2450 Box Canyon Drive,Las Vegas,NV,89128,Clark,ASSOCIATED COMMUNITY MANAGEMENT,2450 box canyon drive,associated community management,7029422500,community management group,community management group,community management group,True
Newport Cove Iii Owners Association,8170-1981,REG,104,(702) 368-4637,Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark,ELITE HOA MANAGEMENT INC,8425 w flamingo rd,elite hoa management,7023684637,elite hoa management,elite hoa management,elite hoa management,False
Newport Cove Owners Association,3143-1981,REG,132,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Newport Cove Vii Owners,6307-1982,REG,64,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Newport Lofts Homeowners Association,0033662005-6,MSTR,171,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Newport Manor Homeowners Association,0210522016-8,REG,58,702-531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Newport Townhomes Owners Association,15212-1995,REG,96,(702) 754-6313,Sierra Community Management,6280 S Valley View St Ste 310,Las Vegas,NV,89118,Clark,SIERRA COMMUNITY MANAGEMENT,6280 s valley view st,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
No. 4 Cal Neva Drive Owners Association Aka Crystal View Hoa,17757-1997,REG,16,(775) 831-7749,Ponderosa Property Management,Po Box 4403,Incline Village,NV,89450,Washoe,PONDEROSA PROPERTY MANAGEMENT,po box 4403,ponderosa property management,7758317749,ponderosa property management,ponderosa property management,ponderosa property management,False
North Canyon Estates Owners Association,7252-2004,REG,44,(702) 362-6262,Terra West Management Services,6655 Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,6655 cimarron rd,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
North Creek Homeowners Association,0638052014-5,REG,70,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
North Fork Trails Homeowner'S Association,4746-2004,REG,39,(775) 884-6176,Incline Property Management,"123 W. Nye Lane, Ste 720",Carson City,NV,89706,Douglas,INCLINE PROPERTY MANAGEMENT,123 w nye lane,incline property management,7758846176,incline property management,incline property management,incline property management,False
North Meadows Homeowners Association,26494-2000,REG,217,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
North Meadows West Homeowners Association,8093-2002,REG,195,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
North Ranch Manor/Estates Homeowners Association,0949692006-7,REG,171,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
North Springs Estates Common-Interest Association,8002-1993,REG,449,(775) 284-2050,Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,EQUUS MANAGEMENT GROUP,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,False
North Truckee Townhomes Homeowners Association,3722-1985,REG,25,(775) 329-7070,Reno Property Management Ltd,"1575 Delucchi Lane, Ste 224",Reno,NV,89502,Washoe,RENO PROPERTY MANAGEMENT LTD,1575 delucchi lane,reno property management,7753297070,reno property management,reno property management,reno property management,False
North Valley Hills Homeowners Association,19596-2003,REG,272,(775) 828-3664,Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe,EUGENE BURGER MANAGEMENT CORPORATION,5011 meadowood mall wy,eugene burger management,7758283664,eugene burger management,eugene burger management,eugene burger management,False
Northbrook Homeowners Association Inc,13878-1997,REG,238,(702) 873-3071,Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark,EUGENE BURGER MANAGEMENT CORPORATION,po box 751330,eugene burger management,7028733071,eugene burger management,eugene burger management,eugene burger management,False
"Northbrook Ranch Homeowners' Association, Inc.",29903-2002,REG,62,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Northern Lights At Elkhorn Springs Homeowners Association Inc,7057-1996,REG,249,(702) 795-3344,Associa Nevada South,7670 W. Lake Mead Blvd Ste 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Northern Terrace Homeowners Association,0823162006-3,SUB,920,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Northgate Homeowners Association,10041-1995,REG,101,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Northgate Village Homeowners Association,4311-1985,REG,72,(775) 284-4434,Western Nevada Management,255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,WESTERN NEVADA MANAGEMENT,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,False
Northridge Community Association,0116332018-2,REG,119,(702) 515-2042,Thoroughbred Management,2555 W. Cheyenne Ave.,N. Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Northridge Estates Property Owners Association,6412-1996,REG,52,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Northridge Gardens Homeowners Association,0087852005-3,REG,52,(702) 873-3071,Eugene Burger Management Corporation,P O Box 751330,Las Vegas,NV,89136,Clark,EUGENE BURGER MANAGEMENT CORPORATION,p o box 751330,eugene burger management,7028733071,eugene burger management,eugene burger management,eugene burger management,False
"Northridge Landscape Maintenance Association, Inc.",0099692018-2,REG,91,(775) 284-4788,Opus 1 Community Management,1380 Greg St. #208,Sparks,NV,89431,Washoe,OPUS 1 COMMUNITY MANAGEMENT,1380 greg st 208,opu 1 community management,7752844788,opu 1 community management,opu 1 community management,opu 1 community management,False
Northshore Estates Association,5311-1977,REG,24,(775) 831-1331,Integrity Property Management,"896 Southwood Blvd, #5",Incline Village,NV,89451,Washoe,INTEGRITY PROPERTY MANAGEMENT,896 southwood blvd 5,integrity property management,7758311331,integrity property management,integrity property management,integrity property management,False
Northshore Reflections Homeowners Association,16719-1995,SUB,90,(702) 873-3071,Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark,EUGENE BURGER MANAGEMENT CORPORATION,po box 751330,eugene burger management,7028733071,eugene burger management,eugene burger management,eugene burger management,False
Northshores Owners Association,16685-1994,MSTR,640,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Northstar Estates Homeowners' Association,978-2005,REG,235,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Northstar Ranch Maintenance Association Inc,16536-2004,REG,327,(775) 852-2224,Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corporate dr,equu management group,7758522224,equu management group,equu management group,equu management group,False
Northview Estates Community Association,4537492020-3,REG,26,(702) 318-7070,Seabreeze Management Company,9205 W Russell Road Suite 240,Las Vegas,NV,89148,Clark,SEABREEZE MANAGEMENT COMPANY,9205 w russell rd,seabreeze management,7023187070,seabreeze management,seabreeze management,seabreeze management,False
Northwest Terrace Townhouse Association,6241-1986,REG,10,(775) 473-6565,"Gaston Wilkerson Association Services, Inc.",1675 Robb Dr Ste 5,Reno,NV,89523,Washoe,"GASTON WILKERSON ASSOCIATION SERVICES, INC.",1675 robb dr,gaston wilkerson association service,7754736565,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,False
Northwood Estates,545-1966,REG,50,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Northwood Unit-Owners' Association,0696332008-1,REG,8,(775) 831-7749,Ponderosa Property Management,Po Box 4675,Incline Village,NV,89450,Washoe,PONDEROSA PROPERTY MANAGEMENT,po box 4675,ponderosa property management,7758317749,ponderosa property management,ponderosa property management,ponderosa property management,False
Northwood Village Homeowners' Association,2834-1995,REG,7,(775) 831-3331,Integrity Property Managaement,896 Southwood Blvd Ste 5,Incline Village,NV,89451,Washoe,INTEGRITY PROPERTY MANAGAEMENT,896 southwood blvd,integrity property managaement,7758313331,integrity property management,integrity property management,integrity property management,True
Nova Ridge Homeowners' Association,0395232017-6,SUB,227,(702) 531-3382,Camco,P.O. Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Novels Homeowners' Association,0446752006-7,REG,120,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Nuevo Vista Homeowners Association Inc,6774-1991,REG,80,(702) 458-2580,Colonial Property Management,8595 S Eastern Avenue,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Oak Forest Villas Homeowners Association Inc,113-1986,SUB,120,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Oak Hills @ Summerlin North,SAME AS MASTER,SAM,194,(702) 880-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028805500,summerlin community management,summerlin community management,summerlin community management,False
Oak Knoll @ Summerlin North,SAME AS MASTER,SAM,147,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Oak Park Homeowners Association,21504-1997,REG,213,(702) 818-4780,Shelter Management Group,P O Box 777008,Henderson,NV,89077,Clark,SHELTER MANAGEMENT GROUP,p o box 777008,shelter management group,7028184780,shelter management group,shelter management group,shelter management group,False
Oakridge At Providence Homeowners Association,0167392015-6,SUB,82,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Obsidian Homeowners' Association,0421062018-9,REG,40,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89120,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Ocotillo Pointe Property Owners Association,13410-1993,SUB,75,(702) 851-7660,Nicklin Community Management Services,375 N Stephanie St Ste 911B,Henderson,NV,89014,Clark,NICKLIN COMMUNITY MANAGEMENT SERVICES,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
"Ogden Unit Owners' Association, The",0160172008-4,REG,751,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Old Vegas Manor And Estates Home Owners Association,23943-2002,REG,229,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Old Vegas Ranch Landscape Maintenance Association,23929-2002,REG,860,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Old Washoe Estates Homeowners Association,3641-1979,REG,51,(775) 853-9777,Terra West Management Services,"10651 Professional Circle, Ste A",Reno,NV,89521,Washoe,TERRA WEST MANAGEMENT SERVICES,10651 professional circle,terra west management service,7758539777,terra west management service,terra west management service,terra west management service,False
Oluna Homeowners Association,0023842017-0,SUB,73,702-531-3382,Camco,P O Box 400518,Las Vegas,NV,89140,Clark,CAMCO,p o box 400518,camco,7025313382,camco,camco,camco,False
Olympia Ridge At Southern Highlands Golf Club Association,0346262008-9,SUB,400,(702) 361-6640,Olympia Management Services,11411 Southern Highlands Pkwy Ste 100,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,7023616640,olympia management service,olympia management service,olympia management service,False
Olympic Village Homeowners Association,0822482007-1,REG,70,(702) 754-0000,"Integrity Based Mgmt, Llc",5715 S. Sandhill Road,Las Vegas,NV,89120,Clark,"INTEGRITY BASED MGMT, LLC",5715 s sandhill rd,integrity based mgmt,7027540000,integrity based management,integrity based management,integrity based management,True
"One Las Vegas Homeowners' Association, Inc.",0009182007-0,REG,359,(702) 922-1855,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7029221855,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
"One Queensridge Place Homeowners' Association, Inc.",0039552007-1,REG,485,(702) 946-6690,Lipson Neilson P.C.,9900 Covington Cross Drive Sute 120,Las Vegas,NV,89144,Clark,LIPSON NEILSON P.C.,9900 covington cross drive sute 120,lipson neilson pc,7029466690,lipson neilson pc,lipson neilson pc,lipson neilson pc,False
One Thousand Lakeshore Blvd Associates,1726-1979,REG,24,(775) 831-7749,Ponderosa Property Management,Po Box 4172,Incline Village,NV,89450,Washoe,PONDEROSA PROPERTY MANAGEMENT,po box 4172,ponderosa property management,7758317749,ponderosa property management,ponderosa property management,ponderosa property management,False
Onyx Point At Summerlin Homeowners Association,0313162017-9,SUB,75,(702) 515-2042,Thoroughbred Management,2555 W. Cheyenne Ave.,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
"Orchards Homeowners Association, The",0339932013-8,REG,100,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Orovada Place Homeowners Association,0799332007-4,REG,16,(775) 329-7070,Reno Property Management Ltd,"1575 Delucchi Lane, Ste 224",Reno,NV,89502,Washoe,RENO PROPERTY MANAGEMENT LTD,1575 delucchi lane,reno property management,7753297070,reno property management,reno property management,reno property management,False
Our Place At Cottonwood Homeowners' Association,0353222014-2,REG,19,(702) 202-4330,P & G Association Management,129 W. Lake Mead Pkwy Ste 16,Henderson,NV,89015,Clark,P & G ASSOCIATION MANAGEMENT,129 w lake mead pkwy,p g association management,7022024330,p g association management,p g association management,p g association management,False
"Outlook Homeowners Association, The",0497842018-3,SUB,84,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Ovation Homeowners Association,0283552018-0,SUB,600,(702) 362-6262,Terra West,6655 S. Cimarron Rd,Las Vegas,NV,89113,Clark,TERRA WEST,6655 s cimarron rd,terra west,7023626262,terra west management service,terra west management service,terra west management service,True
Owens Estates Homeowners' Association,0571472005-4,REG,16,(702) 405-3300,Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 w sahara ave,pinnacle community association management,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,False
Pacific Deerfield Owners' Association,13946-1996,SUB,222,(702) 933-7764,Real Properties Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Pacific Greens Owners Association,17481-1995,SUB,92,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Pacific Harbors-Stonegate Property Owners Association,11631-1990,REG,208,(702) 365-6720,Shelter Management Group,Po Box 777008,Henderson,NV,89077,Clark,SHELTER MANAGEMENT GROUP,po box 777008,shelter management group,7023656720,first columbia community management,shelter management group,shelter management group,False
Pacific Images Owners Association,4816-1996,SUB,101,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Pacific Legends Green Valley Owners Association,18767-1995,REG,195,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Pacific Sunset Village Homeowners Association,7211-1990,REG,63,(702) 222-2391,"Nevada Community Management, Llc",9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,"NEVADA COMMUNITY MANAGEMENT, LLC",9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,False
Pacific Trace Owners Association,11734-1996,SUB,118,(702) 856-3810,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7028563810,terra west management service,terra west management service,terra west management service,False
