Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
LONE MOUNTAIN VILLAGE ASSOCIATION,17393-1994,REG,180,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,pinnacle community association management,pinnacle community association management,pinnacle community association management,pinnacle community association management,9330 w sahara ave,False
LONE MOUNTAIN VISTAS COMMUNITY ASSOCIATION,9885-2001,REG,148,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,8020 W SAHARA AVE SUITE 260,LAS VEGAS,NV,89117,Clark,adept management service,adept management service,adept management service,adept management service,6605 grand montecito pkwy,False
LONE MOUNTAIN VISTAS V HOMEOWNERS ASSOCIATION,0281312006-6,REG,77,(702) 856-3852,C/O TERRA WEST MANAGEMENT SERVICES,11135 S EASTERN STE 120,HENDERSON,NV,89052,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
LONE MOUNTAIN VISTAS VI HOMEOWNERS ASSOCIATION AKA LONE MOUNTAIN WEST UNIT 6 HOMEOWNERS ASSOCIATION,0281322006-7,REG,23,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,"9500 WEST FLAMINGO ROAD, SUITE 204",LAS VEGAS,NV,89147,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
LONE MOUNTAIN WEST HOMEOWNERS ASSOCIATION,22142-2002,REG,108,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
LONE TREE ESTATES HOMEOWNERS ASSOCIATION,18339352021-0,REG,11,(775) 324-5930,"C/O LEACH, KERN, GRUCHOW, ANDERSON, SONG",5421 KIETZKE LANE SUITE 200,RENO,NV,89511,Washoe,touchstone community management,touchstone community management,touchstone community management,touchstone community management,9235 w russell rd,False
LONG STREET TOWNHOUSES HOMEOWNERS ASSOCIATION,0677552005-1,REG,41,(775) 515-4242,C/O NEVADA COMMUNITY MANAGEMENT,704 WEST NYE LN STE 101,CARSON CITY,NV,89703,Carson City,camco,camco,camco,camco,po box 400518,False
LONGFORD AT PARADISE SPRINGS HOMEOWNERS ASSOCIATION,7083-1993,REG,72,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
LORETTO BAY MASTER ASSOCIATION,0400572006-1,MSTR,448,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
LORETTO BAY-BELLA LAGO HOMEOWNERS ASSOCIATION,0428632006-1,SUB,137,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
LORRYN PARC HOMEOWNERS ASSOCIATION,1168-2005,REG,20,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON ROAD SUITE 200,LAS VEGAS,NV,89113,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
LOS ALTOS UNIT OWNERS ASSOCIATION,0358122015-6,SUB,78,(702) 767-9993,EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,,,,,,
LOS PRADOS COMMUNITY ASSOCIATION INC,4141-1986,MSTR,1120,(702) 645-1379,,5150 LOS PRADOS CIR,LAS VEGAS,NV,89130,Clark,,,,,,
LOS SERRANOS @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,54,,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 BLUE DIAMOND RD STE 240,LAS VEGAS,NV,89178,Clark,lynne cauley real estate management,lynne cauley real estate management,lynne cauley real estate management,lynne cauley real estate management,po box 1392,False
LOS VECINOS HOMEOWNERS ASSOCIATION,13534-1995,REG,35,(702) 521-8540,,1537 INDEPENDENCE WY,BOULDER CITY,NV,89005,Clark,,,,,,
LOS VERDES COMMUNITY ASSOCIATION,861-1991,REG,264,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3720 W OQUENDO RD STE 101,LAS VEGAS,NV,89118,Clark,associa,associa,associa,associa,10509 professional cir,False
LOT 68 TAHOE VILLAGE UNIT 1 HOMEOWNERS ASSOCIATION,1518-1979,SUB,4,(925) 323-1100,,2481 FRENCH OAK PLACE,LIVERMORE,CA,94550,,,,,,,
LP HOMEOWNERS ASSOCIATION A.K.A. LAS PALMERAS,7852-1995,REG,427,(702) 933-7764,C/O REAL PROPERTIES MANAGEMENT GROUP INC,P O BOX 95606,LAS VEGAS,NV,89193,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,10501 w gowan rd,False
LUCA HOMEOWNERS ASSOCIATION,35266022023-0,REG,105,,,SUNNY WILCOXEN,LAS VEGAS,NV,89113,Clark,,,,,,
"LUCKY NUGGET ""2"" PROPERTY OWNERS' ASSOCIATION",11538-1992,REG,210,(775) 744-4596,,419 LOWER SOUTH FORK UNIT 7,SPRING CREEK,NV,89815,Elko,,,,,,
LUCKY PAGODA HOMEOWNERS ASSOCIATION,15331562021-8,REG,14,(702) 277-0194,"C/O PLATIMUM APK, L.L.C.",404 ST. ANDREWS,LASV EGAS,NV,89144,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
"LUNA DI LUSSO HOMEOWNERS' ASSOCIATION, INC.",0012862006-6,SUB,172,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89113,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
LUNA POINTE HOMEOWNERS ASSOCIATION,10731532020-8,SUB,135,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W. TECO AVE SUITE 130,LAS VEGAS,NV,89118,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara 203,False
LUNA VISTA COMMUNITY ASSOCIATION,35658762023-5,REG,42,,,KYLE TIBBITS,Henderson *NEW*,NV,89074,Clark,,,,,,
LUSITANO RANCH COMMUNITY ASSOCIATION,2507762019-9,REG,36,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE STE 130,LAS VEGAS,NV,89118,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
LYNBROOK MASTER ASSOCIATION,16370-1999,MSTR,1195,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,desert community management,desert community management,desert community management,desert community management,6240 n durango dr,False
LYON ESTATES HOMEOWNERS ASSOCIATION,0289032013-9,REG,179,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,"6655 S. CIMARRON RD., STE 200",LAS VEGAS,NV,89113,Clark,desert community management,desert community management,desert community management,desert community management,6240 n durango dr,False
LYRA POINTE HOMEOWNERS ASSOCIATION,18818922021-9,SUB,99,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE STE 130,LAS VEGAS,NV,89118,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
MACCHIAVERNA VILLAS HOMEOWNERS ASSOCIATION,10466-1989,REG,28,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES LLC,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy 16,False
MADEIRA CANYON HOMEOWNERS' ASSOCIATION,0270032005-8,REG,1004,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD. SUITE 100,LAS VEGAS,NV,89128,Clark,terra west management service,terra west management service,beazer home,terra west management service,po box 80900,False
MADERA COMMUNITY ASSOCIATION,30832-2001,REG,260,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
MADERA HOMEOWNERS ASSOCIATION,35598-2004,SUB,85,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,desert living,desert living,desert living,desert living,8925 s peco rd,False
MADISON COLONY AT PROVIDENCE HOMEOWNERS ASSOCIATION,0051682008-3,SUB,168,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MADISON ESTATES HOMEOWNERS ASSOCIATION,0298862006-0,REG,48,(702) 531-3382,C/O CAMCO,4775 W TECO AVE ST 140,LAS VEGAS,NV,89118,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
MADISON ESTATES WEST LANDSCAPE MAINTENANCE ASSOCIATION,31594-2004,REG,25,(702) 646-2585,,3308 TEAL PETALS AVE.,NORTH LAS VEGAS,NV,89032,Clark,,,,,,
MADISON GROVE HOMEOWNERS ASSOCIATION,0069502007-2,SUB,124,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,3077 e warm spring rd,False
MADISON HILLS HOMEOWNERS ASSOCIATION,0560262013-6,REG,447,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,NORTH LAS VEGAS,NV,89032,Clark,associa,associa,associa,associa,10509 professional cir,False
MADORI GARDENS HOMEOWNERS' ASSOCIATION,0265942014-1,REG,64,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N. STEPHANIE STE 911,HENDERSON,NV,89014,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
MADORI VISTAS HOMEOWNERS' ASSOCIATION,0069432018-6,REG,137,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVENUE,LAS VEGAS,NV,89148,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
MADRID ESTATES HOMEOWNERS ASSOCIATION INC,15869-1997,REG,87,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S. EASTERN AVE.,LAS VEGAS,NV,89123,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
MAGIC VIEW ESTATES HOMEOWNERS ASSOCIATION,0750802005-2,REG,76,(702) 430-4766,C/O LAS VEGAS COMMUNITY MANAGEMENT GROUP,2850 W. HORIZON RIDGE PKWY STE 200,HENDERSON,NV,89052,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
MAGNOLIA AT SEDONA RANCH HOMEOWNERS ASSOCIATION,35729552023-2,REG,257,(702) 795-3344,,MICHELE RUFFING,LAS VEGAS,NV,89128,Clark,,,,,,
MAGNOLIA AT SUMMERLIN HOMEOWNERS ASSOCIATION,6427-2003,SUB,101,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,on the ball,on the ball,on the ball,on the ball,1180 n town center dr 100,False
MAGNOLIA RANCH COMMUNITY ASSOCIATION,30333202023-0,REG,136,(725) 258-5612,C/O SEABREEZE MANAGEMENT,8329 W SUNSET RD STE 270,LAS VEGAS,NV,89113,Clark,associa,associa,associa,associa,10509 professional cir,False
MAJESTIC HILLS COMMUNITY ASSOCIATION,30193-1998,SUB,338,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,anchor management and consulting,anchor management and consulting,anchor management and consulting,anchor management and consulting,501 n minnesota st,False
MAJESTIC HORIZONS AT NEVADA TRAILS II COMM ASSOCIATION,2018-2005,SUB,9,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT,"375 N STEPHANIE STREET, #911-B",HENDERSON,NV,89014,Clark,community management group,community management group,community management group,community management group,2450 box canyon drive,False
MAJESTIC POINT COMMUNITY ASSOCIATION,33079882023-9,REG,79,(702) 251-4507,,ATTN: KYLE TIBBITTS,HENDERSON,NV,89074,Clark,,,,,,
MAJESTIC RANCH ESTATES II HOMEOWNERS ASSOCIATION,0174392013-3,REG,28,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,1575 DELUCCHI LN STE 103,RENO,NV,89502,Washoe,varalino community management,varalino community management,varalino community management,varalino community management,6345 s peco rd,False
MAJESTIC RANCH ESTATES OWNERS ASSOCIATION,12872-2004,REG,16,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,1575 DELUCCHI LANE STE 103,RENO,NV,89502,Washoe,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
MALIBU COMMUNITY ASSOCIATION,0352382015-0,REG,100,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MALIBU POINTE HOMEOWNERS ASSOCIATION,6581-1990,REG,40,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES LLC,3568 E. RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,camco,camco,camco,camco,po box 400518,False
MALLARD CROSSING COMMUNITY ASSOCIATION,0458432018-7,REG,16,(775) 473-6565,"C/O GASTON WILKERSON ASSOCIATION SERVICES, INC.","1675 ROBB DRIVE, SUITE 5",RENO,NV,89523,Washoe,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave,False
MALTESE ESTATES HOMEOWNERS ASSOCIATION,0537522014-0,REG,9,(702) 204-2396,,4379 MALTESE CREST CIRCLE,LAS VEGAS,NV,89129,Clark,,,,,,
MANCHESTER AT HUNTINGTON HOMEOWNERS ASSOCIATION,27109-2004,SUB,237,(702) 483-2299,C/O SEABREEZE MANAGEMENT COMPANY,8329 W SUNSET RD STE 270,LAS VEGAS,NV,89113,Clark,reno property management,reno property management,reno property management,reno property management,1575 delucchi lane,False
MANCHESTER AT WESTLAKE ASSOCIATION,5473-2003,REG,205,(702) 990-9707,C/O KALLFELZ TEAM DBA HOA MANAGEMENT,2701 N TENAYA WAY STE 130,LAS VEGAS,NV,89128,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 cimarron rd,False
MANCHESTER PARK HOMEOWNERS ASSOCIATION,0459982006-9,SUB,252,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
MANDOLIN HOMEOWNERS ASSOCIATION,0436892006-1,SUB,174,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,5550 PAINTED MIRAGE RD STE 380,LAS VEGAS,NV,89149,Clark,incline property management,incline property management,incline property management,incline property management,1789 e college pkwy,False
MANHATTAN HOMEOWNERS' ASSOCIATION,27925-2004,REG,700,(702) 489-9184,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,incline property management,incline property management,incline property management,incline property management,848 tanger st,False
MANNETTA LANE OWNERS ASSOCIATION,11707-1998,REG,90,(702) 982-0430,"C/O DESERT COMMUNITY MANAGEMENT, LLC","6240 N. DURANGO DR., SUITE 115",LAS VEGAS,NV,89149,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MANOR AT ALIANTE HOMEOWNERS ASSOCIATION,3795-2003,SUB,172,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MANORWOOD @ SUMMERLIN NORTH,SAME AS MASTER,SAM,120,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,camco,camco,camco,camco,po box 400518,False
MANTOVA COMMUNITY ASSOCIATION,18509-2002,SUB,,(702) 737-8580,,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,,,,,,
MANZANITA HOMEOWNERS' ASSOCIATION,0401242005-2,REG,409,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIA NEVADA, LLC.",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,reno property management,reno property management,reno property management,reno property management,1575 delucchi lane,False
MAPLEWOOD HOMEOWNERS ASSOCIATION,22953-2003,REG,44,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,eugene burger management,eugene burger management,eugene burger management,eugene burger management,5011 meadowood mall wy,False
MAPLEWOOD II LANDSCAPE MAINTENANCE ASSOCIATION,26296-2004,REG,47,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,5550 PAINTED MIRAGE RD STE 380,LAS VEGAS,NV,89149,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
MAPLEWOOD SPRINGS HOMEOWNERS ASSOCIATION,23722-2004,REG,69,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,camco,camco,camco,camco,po box 400518,False
MAR-A-LAGO HOMEOWNERS ASSOCIATION,2745-1993,SUB,444,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave 203,False
MARAMA HOMEOWNERS ASSOCIATION,31580912023-3,REG,72,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIRCLE STE 200,RENO,NV,89521,Washoe,camco,camco,camco,camco,po box 400518,False
MARAVILLA AT MOUNTAIN'S EDGE HOMEOWNERS ASSOCIATION,0482742005-9,SUB,402,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
MARAVILLA HOMEOWNERS ASSOCIATION,3529-2003,REG,266,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,eugene burger management association,eugene burger management,eugene burger management,eugene burger management association,5011 meadowwood mall way,True
MARBELLA AT LAKE LAS VEGAS HOMEOWNERS ASSOCIATION,24050872022-6,SUB,308,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,2555 W CHEYENNE AVE,LAS VEGAS,NV,89032,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
MARBELLA COMMUNITY ASSOCIATION,0565762013-1,REG,123,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS ROAD,LAS VEGAS,NV,89131,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
MARBELLA HOMEOWNERS ASSOCIATION,13024-2000,SUB,96,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3720 W OQUENDO RD STE 101,LAS VEGAS,NV,89118,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
MARBLE CANYON @ SUMMERLIN NORTH,SAME AS MASTER,SAM,157,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,associa,associa,associa,associa,10509 professional circle,False
MARBLE CANYON ESTATES HOMEOWNERS ASSOCIATION,0234452013-4,REG,17,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,3100 W SAHARA AVE STE 203,LAS VEGAS,NV,89102,Clark,integrity property management,integrity property management,integrity property management,integrity property management,896 southwood blvd 5,False
MARBLE CANYON HOMEOWNERS' ASSOCIATION,0351142005-9,SUB,153,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
MARBLE MESA AT LAKE LAS VEGAS HOMEOWNERS ASSOCIATION,13778942021-9,SUB,168,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE.,N LAS VEGAS,NV,89032,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"MARIE ANTOINETTE HOMEOWNERS ASSOCIATION, INC",1999-1975,REG,139,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,"3720 W. OQUENDO ROAD, SUITE 101",LAS VEGAS,NV,89118,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MARINA COVE HOMEOWNERS ASSOCIATION,11186-1992,REG,24,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N. PECOS RD. #100,HENDERSON,NV,89074,Clark,equu management group,equu management group,equu management group,equu management group,4888 spark blvd,False
MARIPOSA @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,141,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 3RD FL,LAS VEGAS,NV,89135,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd 204,False
MARIPOSA COMMUNITY ASSOCIATION INC,10433-1994,REG,248,(702) 990-9707,C/O HOA MANAGEMENT,2701 N TENAYA WAY STE 130,LAS VEGAS,NV,89128,Clark,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,1675 robb dr,False
MARIPOSA PLACE HOMEOWNERS ASSOCIATION,0602392005-2,REG,114,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMMARON RD SUITE 200,LAS VEGAS,NV,89113,Clark,swiss time property management,swiss time property management,swiss time property management,swiss time property management,p o box 5496,False
MARQUESA HOMEOWNERS ASSOCIATION,19007-2004,REG,428,(702) 405-3300,C/O PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 W SAHARA AVE STE 210,LAS VEGAS,NV,89117,Clark,frushon accounting,frushon accounting,frushon accounting,frushon accounting,po box 6143,False
MARQUIS HOMEOWNERS' ASSOCIATION,0435992009-5,REG,14,(702) 933-7764,"C/O REAL PROPERTIES MANAGEMENT GROUP, INC",3077 E WARM SPRINGS RD,LAS VEGAS,NV,89120,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
MARQUIS MANOR HOMEOWNERS ASSOCIATION,0421172016-0,REG,20,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,p o box 95606,False
MARYCREST MANOR HOMEOWNERS ASSOCIATION,1949-1978,REG,22,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
MARYLAND HACIENDAS HOMEOWNERS ASSOCIATION INC.,24042-2001,REG,67,(702) 737-0190,C/O THE PROPERTY GROUP,3286 BRENTWOOD ST,LAS VEGAS,NV,89121,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
MARYLAND HEIGHTS HOMEOWNERS ASSOCIATION,4914-2002,REG,106,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
MARYLAND PEBBLE AT SILVERADO HOMEOWNERS ASSOCIATION,11091-1996,REG,560,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,prestige management group,prestige management group,smg,prestige management group,770 coronado center dr,False
MARYLAND TWILIGHT HOMEOWNERS ASSOCIATION,27795-2004,REG,39,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
"MASTER SERIES AT THE LEGACY COMMUNITY ASSOCIATION, THE",1992-1992,SUB,333,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,prestiage management group,prestige management group,prestige management group,prestige management group,770 coronado center dr,True
"MASTERS COLLECTION HOMEOWNERS ASSOCIATION, THE",0203802013-0,SUB,117,(702) 361-6640,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 100,LAS VEGAS,NV,89141,Clark,apogee management,apogee management,camco,apogee management,4775 w teco ave,False
MATEO COMMUNITY ASSOCIATION,0164112015-1,REG,126,(949) 855-1800,C/O SEABEEZE MANAGEMENT COMPANY,8329 W SUNSET RD STE 270,LAS VEGAS,NV,89113,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,po box 95606,False
MAUI ONE ESTATES HOMEOWNERS ASSOCIATION,27587-1997,REG,9,(702) 300-8222,,7411 OHANA CT,LAS VEGAS,NV,89129,Clark,,,,,,
MAVERICK ESTATES HOMEOWNERS ASSOCIATION,0180822011-2,REG,10,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MAYBERRY TOWNHOMES HOMEOWNERS' ASSOCIATION,0130762014-7,REG,9,(775) 284-4434,"C/O WESTERN NEVADA MANAGEMENT, INC",255 W PECKHAM LN STE 2,RENO,NV,89509,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
MAYBERRY VILLAS HOMEOWNERS ASSOCIATION,0862862007-5,REG,24,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIRCLE STE 200,RENO,NV,89521,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"MAYFIELD ESTATES LANDSCAPE MAINTENANCE ASSOCIATION, INC.",24194-2002,REG,236,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,1575 delucchi ln 103,False
MCAULEY HOMEOWNERS ASSOCIATION,16483782021-2,REG,223,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
"MEADOW CREEK EAST LANDSCAPE MAINTENANCE ASSOCIATION, INC.",8799-2000,REG,77,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
