Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Belvedere Homeowners Association,21399-1999,SUB,78.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Berkshire Estates Ii Homeowners Association,0250292006-5,REG,90.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Borgata Homeowners Association Inc,0746962005-4,REG,384.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Buckingham At Huntington Homeowners Association,28584-2004,SUB,173.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cabernet Homeowners Association,0106912006-6,REG,388.0,(702) 737-8580," Firstservice Residential, Nevada, Llc","639 Isbell Road, Suite 280",Reno,NV,89509,Washoe,639 isbell rd,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cache Homeowners Association,0628202005-1,REG,48.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cambridge Crossing Community Association,2213-1996,SUB,98.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cantura Homeowners Association,24825-2004,REG,294.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Capistrano At Seven Hills Homeowners Association,24087-1996,SUB,191.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Carlisle Maintenance Association,0507732005-8,REG,120.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Casa Grande Homeowners Association,0041752006-8,REG,52.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Castlegate Homeowners Association,15438-1995,REG,122.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Castleridge Estates At Trail Canyon Owners Association,29218-1998,SUB,182.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cave Rock Villas Homeowners Association,214-1979,REG,22.0,(702) 737-8580, Reno Property Management Ltd,"1575 Delucchi Lane, Suite 224",Reno,NV,89502,Douglas,1575 delucchi lane,reno property management,7027378580,firstservice residential nevada,reno property management,firstservice residential nevada,firstservice residential nevada
Classics/Estates At Centennial Ranch Homeowners Association,13185-2003,REG,403.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Clearwater Canyon Property Owners Association,18114-1996,REG,263.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Clearwater Cove Homeowners Association,24111-2000,REG,128.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Club At Madeira Canyon Unit Owners' Association,0270092005-4,REG,546.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Homeowners Association,2582-2004,SUB,174.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Palms Homeowners' Association,0465092006-0,REG,384.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Ranch 5 Homeowners Association,0433482018-3,REG,324.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Ranch Estates Homeowners Association,0135592019-6,REG,400.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Ranch Ii Landscape Maintenance Corporation,12936-2002,REG,358.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Ranch Iii Landscape Maintenance Association,21374-2003,REG,5000.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Coronado Ranch Iv Landscape Maintenance Corporation, A Nevada Non-Profit Corporation",26951-2004,REG,1439.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Coronado Ranch Landscape Maintenance Corporation,9130-1999,REG,384.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cottage Grove Estates Homeowners Association Inc,0728972006-4,REG,141.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Cottonwood Terrace Community Association,9027-1999,SUB,212.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Country Rose Estates Community Association,13175-1995,SUB,152.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Court At Aliante Homeowners Association,11356-2003,SUB,375.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Courtyards Homeowners Association, The",25150-2003,REG,389.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Creekside Homeowners Association,30591-2001,REG,383.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Creekside Iii Homeowners Association,4960-2004,REG,99.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Desert Canyon Homeowners Association,33691-2004,REG,432.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Desert Sky At Mountains Edge Homeowners Association,0558202005-6,SUB,103.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Desert Willows Landscape Maintenance Association, Inc.",3962-2002,REG,575.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Dolce By The Lakes Unit-Owners' Association,0307452006-3,REG,360.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Eagle Rock Homeowners Association,11928-1996,SUB,143.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Edgeview Community Association,0338192018-2,REG,104.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Edgewood Homeowners Association,17347-2003,REG,70.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Eldorado Pines Landscape Maintenance Association, Inc.",1011-2002,REG,198.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Eldorado Springs Landscape Maintenance Association, Inc.",19135-2003,REG,115.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Emerald Ridge Landscape Maintenance Association,14142-1998,REG,230.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Essex At Huntington Homeowners Association,28606-2004,SUB,114.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Estates At Aliante Homeowners Association,3798-2003,SUB,148.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Fifth And Farm Community Association,11839-2003,REG,344.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
First Light At Old Vegas Ranch Homeowners,25609-2002,SUB,237.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Fort Apache Ranch Homeowners Association,0609272013-5,REG,390.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Fremont Street Loft Home Owner'S Association,0924602006-9,MSTR,70.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Glendale Homeowners Association,0144992006-0,REG,66.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Glenwood Village Community Association,316-2004,REG,256.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Goldrush East Landscape Maintenance Association, Inc.",24191-2002,REG,124.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Granada Ridge Limited Homeowner Association,29092-2003,REG,185.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Grandview Community Association,0050962019-9,REG,154.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Grandview Homeowners Association,30011-1998,SUB,300.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arvile St,Las Vegas,NV,89139,Clark,8290 arvile st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Green Valley Neighborhood Homeowners Association,8275-1986,REG,791.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Hearthstone/Brookstone Homeowners Association,0091362007-2,SUB,245.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Heatherridge Homeowners Association,21217-2000,SUB,118.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
High Noon At Old Vegas Ranch Homeowners Association,25060-2002,SUB,249.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Highland Glen Homeowners Association,11016-1996,REG,185.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Highland Grove Homeowners Association,0780822005-0,REG,94.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Highland Hills Homeowners Association Inc,28768-2000,REG,506.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Highlands Ranch 2 Homeowners Association,0179702019-3,REG,247.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Highlands Ranch Landscape Maintenance Corporation A Nevada Nonprofit Corporation,26939-2004,REG,2254.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Highlands Ranch North Landscape Maintenance Corporation, A Nevada Non-Profit Corporation",26944-2004,REG,1500.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Horizon Park Homeowners Association,0044632007-8,REG,334.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Horizons At Seven Hills Homeowners Association,0426102005-5,REG,328.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Huntington Homeowners Association,7314-1998,REG,242.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Imagination West Landscape Maintenance Association,20792-2003,REG,86.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Juhl Unit-Owners Association,0008782008-2,REG,375.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
La Madre Square Homeowners Association,32475-2004,REG,125.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lake Las Vegas Southshore Residential Association,11611-1991,SUB,868.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lakeside At Sunrise Villas Association,6851-1985,REG,60.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lakeview Owners Association,4432-1990,REG,232.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lamplight Cottages @ Coronado Ranch Homeowners' Association,29112-2002,REG,193.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lamplight Gardens @ Coronado Ranch Homeowners Association,8194-2003,REG,206.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lamplight Gardens At Silverado Ranch Homeowners' Association,0443812005-1,REG,235.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Laurelwood Landscape Maintenance Association, Inc.",9903-2000,REG,189.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Laurentia Homeowners Association,8166-2001,SUB,57.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Liberty At Huntington Homeowners Association,27106-2004,SUB,463.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Liberty At The Orchards Community Association,14165-2002,REG,263.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Log Cabin Estates Homeowners Association,0012362006-6,SUB,110.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Lone Mountain Estates Community Association,21493-2000,REG,28.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Madera Homeowners Association,35598-2004,SUB,85.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Manchester At Huntington Homeowners Association,27109-2004,SUB,237.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mantova Community Association,18509-2002,SUB,,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Maryland Heights Homeowners Association,4914-2002,REG,106.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Mayfield Estates Landscape Maintenance Association, Inc.",24194-2002,REG,236.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Meadow Creek West Landscape Maintenance Association, Inc.",15447-2000,REG,126.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Meridian Park 5 Community Association,3068-2002,REG,67.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Meridian Private Residences Homeowners Association,0329332005-4,REG,678.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mesa And Valla At Mountains Edge Homeowners Association,0109392005-4,SUB,355.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mesa Ridge Community Association,0131052019-8,SUB,322.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mira Villa Homeowners Association,26700-2003,SUB,216.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mirasol Homeowners Association,0422202005-3,SUB,221.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
